alf_excel_row,alf_facility,alf_corporate,alf_address,alf_city,alf_state,alf_beds,alf_census,alf_ownership,alf_served,match_type,snf_excel_row,snf_facility,snf_corporate,snf_beds,cms_provider,cms_beds,cms_chain
4691,COLONIAL NURSING AND REHABILITATION,ADAMS COUNTY MEMORIAL HOSPITAL,119 N Indiana Ave,Crown Point,IN,6,5,Corporate,Yes,BOTH,4652,COLONIAL NURSING HOME,IDE MANAGEMENT GROUP,55,COLONIAL NURSING HOME,55.0,IDE MANAGEMENT GROUP
12972,VINEYARDS AT CONCORD,DEERFIELD NURSING CORPORATION,119 W High St,Frankfort,OH,19,15,Independent,Yes,BOTH,12957,"VINEYARDS AT CONCORD, THE",,32,"VINEYARDS AT CONCORD, THE",32.0,
17664,BLAKEFORD AT GREEN HILLS,BLAKEFORD AT GREEN HILLS CORP THE,11 Burton Hills Blvd,Nashville,TN,289,231,Independent,No,BOTH,14837,WOODCREST AT BLAKEFORD,,83,WOODCREST AT BLAKEFORD,83.0,
16495,"SNYDER NURSING HOME, INC.",INDEPENDENT,11 N Broad St,Salem,VA,72,58,Independent,No,BOTH,16476,SNYDER NURSING HOME,,45,SNYDER NURSING HOME,45.0,
16575,TYLER'S RETREAT AT IRON BRIDGE,INDEPENDENT,12001 Iron Bridge Rd,Chester,VA,72,58,Independent,No,BOTH,16549,TYLER'S RETREAT AT IRON BRIDGE,SABER HEALTHCARE GROUP,90,TYLER'S RETREAT AT IRON BRIDGE,90.0,SABER HEALTHCARE GROUP
8737,ATRIUM HEALTH HUNTERSVILLE OAKS,ATRIUM HEALTH,12019 Verhoeff Dr,Huntersville,NC,39,31,Corporate,Yes,BOTH,9195,HUNTERSVILLE OAKS,ATRIUM HEALTH,168,HUNTERSVILLE OAKS,168.0,ATRIUM HEALTH
5791,CHAUTAUQUA HEALTH AND REHAB,CLEARVIEW,1205 Leitchfield Rd,Owensboro,KY,72,58,Corporate,Yes,BOTH,5751,CHAUTAUQUA HEALTH AND REHABILITATION,SIMCHA HYMAN & NAFTALI ZANZIPER,145,CHAUTAUQUA HEALTH AND REHABILITATION,145.0,SIMCHA HYMAN & NAFTALI ZANZIPER
8743,AUTUMN CARE OF RAEFORD,SABER HEALTHCARE GROUP,1206 N Fulton St,Raeford,NC,129,103,Corporate,Yes,BOTH,8693,AUTUMN CARE OF RAEFORD,SABER HEALTHCARE GROUP,132,AUTUMN CARE OF RAEFORD,132.0,SABER HEALTHCARE GROUP
18922,LAKES AT LITCHFIELD ASSISTED LIVING,NHI-REIT OF SEASIDE LLC,120 Lakes At Litchfield Drive,Pawleys Island,SC,196,157,Corporate,No,BOTH,14285,LAKES AT LITCHFIELD,SENIOR LIVING COMMUNITIES,24,LAKES AT LITCHFIELD,24.0,SENIOR LIVING COMMUNITIES
5103,RIVER TERRACE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,120 Presbyterian Ave,Madison,IN,32,26,Corporate,No,BOTH,19747,RIVER TERRACE HEALTH CAMPUS,TRILOGY FSC INVESTORS LLC,73,RIVER TERRACE HEALTH CAMPUS,57.0,TRILOGY HEALTH SERVICES
19488,PARK VISTA RETIREMENT COMMUNITY,PARK VISTA IL PROPERTIES LLC,1216 5th Ave,Youngstown,OH,264,211,Independent,No,BOTH,12530,PARK VISTA NURSING AND REHAB,,114,PARK VISTA NURSING AND REHAB,114.0,
16195,BLAND COUNTY,KISSITO,12185 Grapefield Rd,Bastian,VA,56,45,Corporate,Yes,BOTH,16172,BLAND COUNTY NURSING & REHAB CENTER,KISSITO,57,BLAND COUNTY NURSING & REHAB CENTER,57.0,KISSITO HEALTHCARE
10054,WINDSOR POINT AL,INDEPENDENT,1221 Broad St,Fuquay-Varina,NC,28,22,Independent,Yes,BOTH,10002,WINDSOR POINT CONTINUING CARE,,45,WINDSOR POINT CONTINUING CARE,45.0,
10055,WINDSOR POINT IN,INDEPENDENT,1221 Broad St,Fuquay-Varina,NC,37,30,Independent,Yes,BOTH,10002,WINDSOR POINT CONTINUING CARE,,45,WINDSOR POINT CONTINUING CARE,45.0,
10056,WINDSOR POINT MC,INDEPENDENT,1221 Broad St,Fuquay-Varina,NC,4,3,Independent,Yes,BOTH,10002,WINDSOR POINT CONTINUING CARE,,45,WINDSOR POINT CONTINUING CARE,45.0,
10057,WINDSOR POINT SNF,INDEPENDENT,1221 Broad St,Fuquay-Varina,NC,30,24,Independent,Yes,BOTH,10002,WINDSOR POINT CONTINUING CARE,,45,WINDSOR POINT CONTINUING CARE,45.0,
16460,RIVER EDGE REHABILITATION AND NURSING,EASTERN HEALTHCARE GROUP,1221 Rosser Ave,Waynesboro,VA,104,83,Corporate,Yes,BOTH,16439,RIVER EDGE REHABILITATION AND NURSING,EASTERN HEALTHCARE GROUP,109,RIVER EDGE REHABILITATION AND NURSING,109.0,EASTERN HEALTHCARE GROUP
4799,GREENCROFT GOSHEN,GREENCROFT,1225 Greencroft Dr,Goshen,IN,136,109,Corporate,Yes,BOTH,4772,GREENCROFT HEALTHCARE,,231,GREENCROFT HEALTHCARE,231.0,
16161,BEDFORD CO NURSING HOME-SNF/NF,BEDFORD COUNTY,1229 County Farm Rd,Bedford,VA,74,59,Independent,Yes,BOTH,16160,BEDFORD CO NURSING HOME,,90,BEDFORD CO NURSING HOME,90.0,
5361,WELLBROOKE OF CARMEL,TRILOGY HEALTH SERVICES,12315 Pennsylvania St,Carmel,IN,45,36,Corporate,No,BOTH,5314,WELLBROOKE OF CARMEL,TRILOGY HEALTH SERVICES,74,WELLBROOKE OF CARMEL,74.0,TRILOGY HEALTH SERVICES
5030,NORTHVIEW HEALTH/LIV,ESSENTIAL,1235 W Cross St,Anderson,IN,43,34,Independent,Yes,BOTH,5026,NORTHVIEW HEALTH AND LIVING,,94,NORTHVIEW HEALTH AND LIVING,94.0,
16558,THE CULPEPER,INDEPENDENT,12425 Village Loop,Culpeper,VA,72,58,Independent,No,BOTH,16524,THE CULPEPER,,47,THE CULPEPER,47.0,
20248,THE CULPEPER,VIRGINIA BAPTIST HOME FOR AGED INC,12425 Village Loop,Culpeper,VA,160,128,Independent,No,BOTH,16524,THE CULPEPER,,47,THE CULPEPER,47.0,
5105,RIVEROAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1244 Vail St,Princeton,IN,40,32,Corporate,No,BOTH,5085,RIVEROAKS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,RIVEROAKS HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES
20038,ST. CLARE COMMONS,ST CLARE COMMONS,12469 Five Point Rd,Perrysburg,OH,152,122,Independent,No,BOTH,12697,ST CLARE COMMONS,COMMONSPIRIT HEALTH,60,ST CLARE COMMONS,60.0,COMMONSPIRIT HEALTH
5793,CHRISTIAN HEIGHTS NURSING AND REHAB,TOPAZ,124 W Nashville St,Pembroke,KY,38,30,Corporate,Yes,BOTH,5757,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTE,BENJAMIN LANDA,60,CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTE,60.0,BENJAMIN LANDA
4695,COPPER TRACE,CARDON & ASSOCIATES,1250 W 146Th St,Westfield,IN,119,95,Corporate,No,BOTH,4657,COPPER TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,104,COPPER TRACE HEALTH & LIVING COMMUNITY,104.0,CARDON & ASSOCIATES
17250,MERCER HEALTHCARE CENTER SNF/NF,COMMUNICARE,1275 Southview Dr.,Bluefield,WV,116,93,Corporate,Yes,BOTH,17240,MERCER HEALTHCARE CENTER,COMMUNICARE HEALTH,123,MERCER HEALTHCARE CENTER,123.0,COMMUNICARE HEALTH
5230,THE WATERS OF DILLSBORO,INFINITY HEALTHCARE CONSULTING,12803 Lenover St,Dillsboro,IN,54,43,Corporate,Yes,BOTH,5284,"WATERS OF DILLSBORO-ROSS MANOR, THE",INFINITY HEALTHCARE CONSULTING,123,"WATERS OF DILLSBORO-ROSS MANOR, THE",123.0,INFINITY HEALTHCARE CONSULTING
8916,CENTRAL CONTINUING CARE-SNF/NF,INDEPENDENT,1287 Newsome St,Mount Airy,NC,134,107,Independent,Yes,BOTH,8915,CENTRAL CONTINUING CARE,,120,CENTRAL CONTINUING CARE,120.0,
18448,FRIENDSHIP VILLAGE OF SOUTH HILLS,MAHMOODI MAHIN,1290 Boyce Rd,Pittsburgh,PA,434,347,Independent,No,BOTH,13650,FRIENDSHIP VILLAGE OF SOUTH HI,LIFESPACE COMMUNITIES,89,FRIENDSHIP VILLAGE OF SOUTH HI,89.0,LIFESPACE COMMUNITIES
19042,LUTHERAN COMMUNITY AT TELFORD,LUTHERAN COM AT TELFORD,12 Lutheran Home Dr,Telford,PA,395,316,Corporate,No,BOTH,13805,LUTHERAN COMMUNITY AT TELFORD,,75,LUTHERAN COMMUNITY AT TELFORD,75.0,
9236,HERTFORD HEALTH AND REHAB,"HERTFORD OPCO, LLC",1300 Don Juan Rd,Hertford,NC,47,38,Independent,Yes,BOTH,9184,HERTFORD REHABILITATION AND HEALTHCARE CENTER,SIMCHA HYMAN & NAFTALI ZANZIPER,78,HERTFORD REHABILITATION AND HEALTHCARE CENTER,78.0,SIMCHA HYMAN & NAFTALI ZANZIPER
12576,PICKERINGTON CARE AND REHAB,EMBASSY HEALTHCARE,1300 Hill Rd N,Pickerington,OH,23,18,Corporate,Yes,BOTH,12547,PICKERINGTON CARE AND REHABILITATION,EMBASSY HEALTHCARE,96,PICKERINGTON CARE AND REHABILITATION,96.0,EMBASSY HEALTHCARE
4519,ADAMS WOODCREST OF DECATUR,ADAMS MEMORIAL HOSPITAL,1300 Mercer Ave,Decatur,IN,56,45,Independent,No,BOTH,20893,WOODCREST OF DECATUR,ADAMS COUNTY MEMORIAL HOSPITAL,168,ADAMS WOODCREST,143.0,
18465,GARDENS AT CELINA THE,CELINA MEDICAL LAND II LLC,1301 Myers Road,Celina,OH,62,50,Independent,No,BOTH,12049,GARDENS AT CELINA,LIONSTONE CARE,25,GARDENS AT CELINA,25.0,LIONSTONE CARE
9555,PRUITTHEALTH - NEUSE,PRUITT HEALTH,1303 Health Dr,New Bern,NC,40,32,Corporate,Yes,BOTH,9500,PRUITTHEALTH-NEUSE,PRUITTHEALTH,110,PRUITTHEALTH-NEUSE,110.0,PRUITTHEALTH
20266,THE GABLES ON PELHAM SENIOR LIVING,OHI ASSET SC GREENVILLE 1306 P,1306 Pelham Rd,Greenville,SC,150,120,Independent,No,BOTH,14402,THE GABLES OF PELHAM SKILLED NURSING & REHAB,,45,THE GABLES OF PELHAM SKILLED NURSING & REHAB,45.0,
10058,WINDSOR REHAB & HEALTHCARE CENTER,YAD,1306 S King St,Windsor,NC,56,45,Corporate,Yes,BOTH,10003,WINDSOR REHABILITATION AND HEALTHCARE CENTER,SIMCHA HYMAN & NAFTALI ZANZIPER,82,WINDSOR REHABILITATION AND HEALTHCARE CENTER,82.0,SIMCHA HYMAN & NAFTALI ZANZIPER
16153,AUTUMN CARE OF ALTAVISTA - SNF,SABER HEALTHCARE GROUP,1317 Lola Ave,Altavista,VA,107,86,Corporate,Yes,BOTH,16136,AUTUMN CARE OF ALTAVISTA,SABER HEALTHCARE GROUP,111,AUTUMN CARE OF ALTAVISTA,111.0,SABER HEALTHCARE GROUP
16459,RAPPAHANNOCK WESTMINSTER-CANTERBURY,INDEPENDENT,132  Lancaster Dr,Irvington,VA,72,58,Independent,No,BOTH,16433,RAPPAHANNOCK WESTMINSTER CANTERBURY,,42,RAPPAHANNOCK WESTMINSTER CANTERBURY,42.0,
19657,RAPPAHANNOCK WESTMINSTER CANTERBURY,RAPPAHANNOCK WESTMINISTER CANTERBURY INC,132  Lancaster Drive,Irvington,VA,271,217,Independent,No,BOTH,16433,RAPPAHANNOCK WESTMINSTER CANTERBURY,,42,RAPPAHANNOCK WESTMINSTER CANTERBURY,42.0,
5350,WATERFORD CROSSING,TRILOGY HEALTH SERVICES,1332 Waterford Cir,Goshen,IN,65,52,Corporate,No,BOTH,20755,WATERFORD CROSSING,TRILOGY REAL ESTATEOF GOSHEN LLC,156,WATERFORD CROSSING,87.0,TRILOGY HEALTH SERVICES
20201,THE BARRINGTON OF CARMEL,PRAIRIE LANDING COMMUNITY INC,1335 S Guilford Rd,Carmel,IN,267,214,Independent,No,BOTH,4549,"BARRINGTON OF CARMEL, THE",BHI SENIOR LIVING,8,"BARRINGTON OF CARMEL, THE",8.0,BHI SENIOR LIVING
9008,CHOWAN RIVER NURSING AND REHAB CENTER,"RIVER NEUSE GROUP, LLC",1341 Paradise Rd,Edenton,NC,40,32,Corporate,Yes,BOTH,8921,CHOWAN RIVER NURSING AND REHABILITATION CENTER,PRINCIPLE LONG TERM CARE,130,CHOWAN RIVER NURSING AND REHABILITATION CENTER,130.0,PRINCIPLE LONG TERM CARE
18542,GRANITE FARMS ESTATES,ADULT COMMUNITIES TOTAL SERV,1343 W Baltimore Pike,Media,PA,354,283,Independent,No,BOTH,14116,WILLOWBROOKE COURT-GRANITE,ACTS RETIREMENT-LIFE COMMUNITIES,10,WILLOWBROOKE COURT-GRANITE,10.0,ACTS RETIREMENT-LIFE COMMUNITIES
18094,CONCORDIA LUTHERAN HEALTH AND HUMAN CARE - LUND BUILDING,LUTHERAN WELFARE,134 Marwood Rd,Cabot,PA,701,561,Corporate,No,BOTH,13580,CONCORDIA LUTHERAN HEALTH AND HUMAN CARE,CONCORDIA LUTHERAN MINISTRIES,142,CONCORDIA LUTHERAN HEALTH AND HUMAN CARE,142.0,CONCORDIA LUTHERAN MINISTRIES
5010,MILLER'S - GARRETT,MILLERS MERRY MANOR,1367 S Randolph St,Garrett,IN,70,56,Corporate,Yes,BOTH,4984,MILLER'S MERRY MANOR,MILLER'S MERRY MANOR,76,MILLER'S MERRY MANOR,76.0,MILLER'S MERRY MANOR
6200,THE WILLOWS AT CITATION,TRILOGY HEALTH SERVICES,1376 Silver Springs Dr,Lexington,KY,36,29,Corporate,No,BOTH,6161,THE WILLOWS AT CITATION,TRILOGY HEALTH SERVICES,54,THE WILLOWS AT CITATION,54.0,TRILOGY HEALTH SERVICES
9315,LAKESIDE HEALTH AND REHAB,SABER HEALTHCARE GROUP,13825 Hunton Ln,Huntersville,NC,110,88,Corporate,Yes,BOTH,9291,LAKESIDE HEALTH & REHAB CENTER,SABER HEALTHCARE GROUP,114,LAKESIDE HEALTH & REHAB CENTER,114.0,SABER HEALTHCARE GROUP
5701,AUBURN HEALTH CARE,BOLSTER AND JEFFRIES HEALTHCARE,139 Pearl St,Auburn,KY,37,30,Corporate,Yes,BOTH,5691,AUBURN HEALTH CARE,,66,AUBURN HEALTH CARE,66.0,
5176,ST ANDREWS HEALTH CAMPUS - BATESVILLE ALF,TRILOGY HEALTH SERVICES,1400 Lammers Pike,Batesville,IN,19,15,Corporate,Yes,BOTH,5143,ST ANDREWS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,66,ST ANDREWS HEALTH CAMPUS,66.0,TRILOGY HEALTH SERVICES
5177,ST ANDREWS HEALTH CAMPUS - BATESVILLE SNF,TRILOGY HEALTH SERVICES,1400 Lammers Pike,Batesville,IN,49,39,Corporate,Yes,BOTH,5143,ST ANDREWS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,66,ST ANDREWS HEALTH CAMPUS,66.0,TRILOGY HEALTH SERVICES
5179,ST. ANDREWS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,1400 Lammers Pike,Batesville,IN,40,32,Corporate,No,BOTH,5143,ST ANDREWS HEALTH CAMPUS,TRILOGY HEALTH SERVICES,66,ST ANDREWS HEALTH CAMPUS,66.0,TRILOGY HEALTH SERVICES
20761,WAVERLY HEIGHTS,WAVERLY HEIGHTS LTD,1400 Waverly Rd,Gladwyne,PA,318,254,Corporate,No,BOTH,14082,WAVERLY HEIGHTS,,31,WAVERLY HEIGHTS,31.0,
8736,ATRIUM HEALTH CLEVELAND PINES,ATRIUM HEALTH,1404 N Lafayette St,Shelby,NC,40,32,Corporate,Yes,BOTH,8927,CLEVELAND PINES,ATRIUM HEALTH,120,CLEVELAND PINES,120.0,ATRIUM HEALTH
9028,COMPASS ASSISTED LIVING ROWAN,"COMPASS HEALTHCARE AND REHAB ROWAN, LLC",1404 S. Salisbury Ave,Spencer,NC,89,71,Independent,No,BOTH,8931,"COMPASS HEALTHCARE AND REHAB ROWAN, LLC",,70,"COMPASS HEALTHCARE AND REHAB ROWAN, LLC",70.0,
20404,THE PAVILION REHABILITATION & LONG TERM CARE CENTER,PAVILION THS LLC,1406 Medical Center Dr,Lebanon,TN,139,111,Independent,No,BOTH,14739,"PAVILION-THS, LLC",,60,"PAVILION-THS, LLC",60.0,
16352,KINGS DAUGHTERS (SNF/NF) HEALTH&REHAB,CONSULATE OR LAVIE OR NSPIRE,1410 N Augusta St,Staunton,VA,93,74,Independent,Yes,BOTH,16353,KINGS DAUGHTERS COMMUNITY HEALTH & REHAB,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE,117,KINGS DAUGHTERS COMMUNITY HEALTH & REHAB,117.0,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
20347,"THE LEGACY AT NORTH AUGUSTA, INC.",WELLTOWER NNN GROUP LLC,1410 North Augusta Street,Staunton,VA,352,282,Corporate,No,BOTH,16353,KINGS DAUGHTERS COMMUNITY HEALTH & REHAB,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE,117,KINGS DAUGHTERS COMMUNITY HEALTH & REHAB,117.0,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
8738,ATRIUM HEALTH JESSE HELMS NURSING CENTER,ATRIUM HEALTH,1411 Dove St,Monroe,NC,24,19,Corporate,Yes,BOTH,9267,JESSE HELMS NURSING CENTER,ATRIUM HEALTH,70,JESSE HELMS NURSING CENTER,70.0,ATRIUM HEALTH
4702,CREEKSIDE VILLAGE,AMERICAN SENIOR COMMUNITIES,1420 E Douglas Rd,Mishawaka,IN,102,82,Corporate,Yes,BOTH,4666,CREEKSIDE VILLAGE,AMERICAN SENIOR COMMUNITIES,100,CREEKSIDE VILLAGE,100.0,AMERICAN SENIOR COMMUNITIES
17939,CHAMBERS POINTE PERSONAL CARE CENTER,,1425 Philadelphia Avenue,Chambersburg,PA,183,146,Independent,No,BOTH,13557,CHAMBERS POINTE HEALTH CARE CENTER,,50,CHAMBERS POINTE HEALTH CARE CENTER,50.0,
17635,BERMUDA VILLAGE RETIREMENT CENTER,ML BERMUDA VILLAGE LLC,142 Bermuda Village Dr,Bermuda Run,NC,47,38,Independent,No,BOTH,8758,BERMUDA VILLAGE RETIREMENT CENTER,,36,BERMUDA VILLAGE RETIREMENT CENTER,36.0,
12202,JENKINS CARE COMMUNITY SNF,"JACKSON COUNTY HEALTH FACILITIES, INC",142 Jenkins Memorial Rd,Wellston,OH,45,36,Independent,Yes,BOTH,12191,JENKINS MEMORIAL HEALTH FACILITY,,59,JENKINS MEMORIAL HEALTH FACILITY,59.0,
19293,NATIONAL CHURCH RESIDENCES OF CHILLICOTHE,NATIONAL CHURCH RESIDENCES,142 University Drive,Chillicothe,OH,195,156,Corporate,No,BOTH,12416,NATIONAL CHURCH RESIDENCES CHILLICOTHE,,48,NATIONAL CHURCH RESIDENCES CHILLICOTHE,48.0,
5211,THE CEDARS,INDEPENDENT,14409 Sunrise Ct,Leo,IN,13,10,Independent,No,BOTH,4637,CEDARS THE,ADAMS COUNTY MEMORIAL HOSPITAL,65,CEDARS THE,65.0,ADAMS COUNTY MEMORIAL HOSPITAL
9917,THE SHAIRE CENTER,"THE SHAIRE CENTER, INC. / SHAIRE TOO",1450 Shaire Center Dr,Lenoir,NC,82,66,Independent,No,BOTH,9629,SHAIRE NURSING CENTER,,60,SHAIRE NURSING CENTER,60.0,
16582,VMRC (SNF/NF) TRANSITIONAL CARE,INDEPENDENT,1475 Virginia Ave.,Harrisonburg,VA,117,94,Independent,Yes,BOTH,16583,"VMRC, COMPLETE LIVING CARE",,120,"VMRC, COMPLETE LIVING CARE",120.0,
12428,NORTH PARK RETIREMENT COMMUNITY,INDEPENDENT,14801 Holland Rd,Brook Park,OH,50,40,Independent,No,BOTH,12427,NORTH PARK CARE CENTER,,34,NORTH PARK CARE CENTER,34.0,
20458,THE SPRINGS AT WYANDOT TRAIL,TRILOGY REAL ESTATE LANCASTER LLC,1495 Granville Pike,Lancaster,OH,113,90,Independent,No,BOTH,12850,THE SPRINGS AT WYANDOT TRAIL,TRILOGY HEALTH SERVICES,47,THE SPRINGS AT WYANDOT TRAIL,47.0,TRILOGY HEALTH SERVICES
6042,PARK GROVE,BLUEGRASS/ENCORE,1500 Pride Ave,Madisonville,KY,37,30,Corporate,Yes,BOTH,6029,PARK GROVE NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,71,PARK GROVE NURSING AND REHABILITATION CENTER,71.0,ENCORE HEALTH PARTNERS
5902,HARTLAND PARK HEALTH AND REHABILITATION,PRUITT HEALTH,1500 Trent Blvd,Lexington,KY,83,66,Corporate,Yes,BOTH,5884,HARTLAND PARK HEALTH & REHABILITATION,PRESTIGE ADMINISTRATIVE SERVICES,150,HARTLAND PARK HEALTH & REHABILITATION,150.0,PRESTIGE ADMINISTRATIVE SERVICES
11647,AVENTURA AT OAKWOOD VILLAGE,AVENTURA,1500 Villa Rd,Springfield,OH,105,84,Corporate,Yes,BOTH,11606,AVENTURA AT OAKWOOD VILLAGE,AVENTURA HEALTH GROUP,116,AVENTURA AT OAKWOOD VILLAGE,116.0,AVENTURA HEALTH GROUP
11648,AVENTURA AT OAKWOOD VILLAGE ASSISTED LIVING,AVENTURA,1500 Villa Rd,Springfield,OH,48,38,Corporate,Yes,BOTH,11606,AVENTURA AT OAKWOOD VILLAGE,AVENTURA HEALTH GROUP,116,AVENTURA AT OAKWOOD VILLAGE,116.0,AVENTURA HEALTH GROUP
16146,ABINGDON HEALTH & REHAB CENTER,INDEPENDENT,15051 Harmony Hills Ln,Abingdon,VA,72,58,Independent,No,BOTH,16120,ABINGDON HEALTH CARE LLC,COMMONWEALTH CARE OF ROANOKE,120,ABINGDON HEALTH CARE LLC,120.0,COMMONWEALTH CARE OF ROANOKE
6136,SIGNATURE HEALTHCARE OF HART COUNTY,SIGNATURE HEALTH,1505 S Dixie St,Horse Cave,KY,54,43,Corporate,Yes,BOTH,6105,SIGNATURE HEALTHCARE OF HART COUNTY REHAB & WELLNE,SIGNATURE HEALTHCARE,104,SIGNATURE HEALTHCARE OF HART COUNTY REHAB & WELLNE,104.0,SIGNATURE HEALTHCARE
17249,MCDOWELL HEALTHCARE CENTER SNF/NF,COMMUNICARE,150 Venus Rd.,Gary,WV,102,82,Corporate,Yes,BOTH,17238,MCDOWELL HEALTHCARE CENTER,COMMUNICARE HEALTH,120,MCDOWELL HEALTHCARE CENTER,120.0,COMMUNICARE HEALTH
11766,BIRCHAVEN RETIREMENT VILLAGE,BLANCHARD VALLEY HEALTH SYSTEM,15100 Birchaven Ln,Findlay,OH,35,28,Independent,Yes,BOTH,11687,BIRCHAVEN RETIREMENT VILLAGE,,118,BIRCHAVEN RETIREMENT VILLAGE,118.0,
17656,BIRCHAVEN HEIGHTS,BLANCHARD VALLEY HEALTH ASSOCIATION,15100 Birchaven Lane,Findlay,OH,287,230,Independent,No,BOTH,11687,BIRCHAVEN RETIREMENT VILLAGE,,118,BIRCHAVEN RETIREMENT VILLAGE,118.0,
5373,WESTVIEW,AMERICAN SENIOR COMMUNITIES,1510 Clinic Dr,Bedford,IN,81,65,Corporate,Yes,BOTH,20821,WESTVIEW NURSING AND REHABILITATION CENTER,BEDFORD PROPERTY LLC,123,WESTVIEW NURSING AND REHABILITATION CENTER,95.0,AMERICAN SENIOR COMMUNITIES
19486,PARK VILLAGE ASSISTED LIVING,DOVER NURSING CENTER LLC,1525 Crater Avenue,Dover,OH,183,146,Independent,No,BOTH,12528,PARK VILLAGE HEALTH CARE CENTER INC,,90,PARK VILLAGE HEALTH CARE CENTER INC,90.0,
4903,IGNITE MEDICAL RESORT DYER,IGNITE MEDICAL RESORTS,1532 Calumet Ave,Dyer,IN,36,29,Corporate,No,BOTH,4898,IGNITE MEDICAL RESORT DYER LLC,IGNITE MEDICAL RESORTS,100,IGNITE MEDICAL RESORT DYER LLC,100.0,IGNITE MEDICAL RESORTS
5367,WESLEY MANOR ALF,BHI SENIOR LIVING,1555 N Main St,Frankfort,IN,32,26,Corporate,Yes,BOTH,5320,WESLEY MANOR HEALTH CENTER,BHI SENIOR LIVING,96,WESLEY MANOR HEALTH CENTER,96.0,BHI SENIOR LIVING
5368,WESLEY MANOR SNF,BHI SENIOR LIVING,1555 N Main St,Frankfort,IN,73,58,Corporate,Yes,BOTH,5320,WESLEY MANOR HEALTH CENTER,BHI SENIOR LIVING,96,WESLEY MANOR HEALTH CENTER,96.0,BHI SENIOR LIVING
4902,IGNITE MEDICAL RESORT CROWN POINT,IGNITE MEDICAL RESORTS,1555 S Main St,Crown Point,IN,36,29,Corporate,No,BOTH,4897,IGNITE MEDICAL RESORT CROWN POINT LLC,IGNITE MEDICAL RESORTS,70,IGNITE MEDICAL RESORT CROWN POINT LLC,70.0,IGNITE MEDICAL RESORTS
9561,QUAILHAVEN HEALTHCARE CENTER,INDEPENDENT,155 Blake Blvd,Pinehurst,NC,28,22,Independent,Yes,BOTH,18822,INN AT QUAIL HAVEN VILLAGE,QUAIL HAVEN PROPERTIES OF PINEHURST LLC,70,INN AT QUAIL HAVEN VILLAGE,60.0,LIBERTY SENIOR LIVING
24842,Seasons Rehab Healthcare,Lexur,15600 Woods Chapel Rd,Kansas City,MO,40,32,Independent,No,BOTH,8305,SEASONS REHAB AND HEALTHCARE CENTER,AMA HOLDINGS,78,SEASONS REHAB AND HEALTHCARE CENTER,78.0,AMA HOLDINGS
5736,BOWLING GREEN NURSING AND REHABILITATION,TOPAZ,"1561 Newton Ave,",Bowling Green,KY,33,26,Corporate,Yes,BOTH,5713,BOWLING GREEN NURSING AND REHABILITATION CENTER,BENJAMIN LANDA,66,BOWLING GREEN NURSING AND REHABILITATION CENTER,66.0,BENJAMIN LANDA
19742,RIVER LANDING AT SANDY RIDGE,PRESBYTERIAN HOMES & SERVICES,1575 John Knox Dr,Colfax,NC,410,328,Corporate,No,BOTH,9570,RIVER LANDING AT SANDY RIDGE,,60,RIVER LANDING AT SANDY RIDGE,60.0,
17432,ANN'S CHOICE,ANNS CHOICE INC,16000 Ann's Choice Way,Warminster,PA,229,183,Corporate,No,BOTH,13486,ANN'S CHOICE,ERICKSON SENIOR LIVING,66,ANN'S CHOICE,66.0,ERICKSON SENIOR LIVING
17185,BLUESTONE HEALTH & REHAB SNF/NF,HILL VALLEY HEALTHCARE,1600 Bland St.,Bluefield,WV,65,52,Corporate,Yes,BOTH,17181,BLUESTONE HEALTH AND REHABILITATION,HILL VALLEY HEALTHCARE,60,BLUESTONE HEALTH AND REHABILITATION,60.0,HILL VALLEY HEALTHCARE
20810,WESTMINSTER CANTERBURY RICHMOND,WESTMINSTER-CANTERBURY CORP,1600 Westbrook Ave,Richmond,VA,894,715,Independent,No,BOTH,16599,WESTMINSTER-CANTERBURY OF RICHMOND,,158,WESTMINSTER-CANTERBURY OF RICHMOND,158.0,
