alf_excel_row,alf_facility,alf_corporate,alf_address,alf_city,alf_state,alf_beds,alf_census,alf_ownership,alf_served,match_type,snf_excel_row,snf_facility,snf_corporate,snf_beds,cms_provider,cms_beds,cms_chain
5096,RAWLINS HOUSE & FALL CREEK RETIREMENT VILLAGE,CARDON & ASSOCIATES,300 J.H. Walker Dr,Pendleton,IN,104,83,Corporate,No,BOTH,5071,RAWLINS HOUSE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,110,RAWLINS HOUSE HEALTH & LIVING COMMUNITY,110.0,CARDON & ASSOCIATES
9912,THE OAKS - BREVARD,PRUITT HEALTH,300 Morris Rd,Brevard,NC,46,37,Corporate,Yes,BOTH,20390,THE OAKS-BREVARD,IVY HILL PROPERTIES INC,134,THE OAKS-BREVARD,110.0,PRUITTHEALTH
5240,THE WATERS OF WAKARUSA AL,INFINITY HEALTHCARE CONSULTING,300 N. Washington St,Wakarusa,IN,19,15,Corporate,Yes,BOTH,5311,"WATERS OF WAKARUSA SKILLED NURSING FACILITY, THE",INFINITY HEALTHCARE CONSULTING,133,"WATERS OF WAKARUSA SKILLED NURSING FACILITY, THE",133.0,INFINITY HEALTHCARE CONSULTING
5241,THE WATERS OF WAKARUSA SNF,INFINITY HEALTHCARE CONSULTING,300 N Washington St,Wakarusa,IN,83,66,Corporate,Yes,BOTH,5311,"WATERS OF WAKARUSA SKILLED NURSING FACILITY, THE",INFINITY HEALTHCARE CONSULTING,133,"WATERS OF WAKARUSA SKILLED NURSING FACILITY, THE",133.0,INFINITY HEALTHCARE CONSULTING
5359,WATERS OF WAKARUSA,INFINITY HEALTHCARE CONSULTING,300 N Washington St,Wakarusa,IN,61,49,Corporate,No,BOTH,5311,"WATERS OF WAKARUSA SKILLED NURSING FACILITY, THE",INFINITY HEALTHCARE CONSULTING,133,"WATERS OF WAKARUSA SKILLED NURSING FACILITY, THE",133.0,INFINITY HEALTHCARE CONSULTING
19901,SHENANDOAH VALLEY WESTMINSTER-CANTERBURY,,300 Westminster-canterbury Drive,Winchester,VA,332,266,Independent,No,BOTH,16469,SHENANDOAH VALLEY WESTMINSTER CANTERBURY,,51,SHENANDOAH VALLEY WESTMINSTER CANTERBURY,51.0,
19224,MORAVIAN MANOR COMMUNITIES,MORAVIAN MANORS INC,300 W Lemon St,Lititz,PA,233,186,Corporate,No,BOTH,13852,MORAVIAN MANOR,,119,MORAVIAN MANOR,119.0,
20454,THE SEABROOK OF HILTON HEAD,SEABROOK OF HILTON HEAD ISLAND INC,300 Wood Haven Drive,Hilton Head Island,SC,241,193,Independent,No,BOTH,14257,FRASER HEALTH CENTER,,33,FRASER HEALTH CENTER,33.0,
9118,FLESHER'S FAIRVIEW REST HOME,"FLESHER'S FAIRVIEW REST HOME, INC",3016 Cane Creek Rd,Fairview,NC,64,51,Independent,No,BOTH,9105,FLESHERS FAIRVIEW HEALTH CARE,,106,FLESHERS FAIRVIEW HEALTH CARE,106.0,
5808,CUMBERLAND VALLEY NURSING & REHABILITATION,BLUEGRASS/ENCORE,"301 S Main St,",Burkesville,KY,52,42,Corporate,Yes,BOTH,5770,CUMBERLAND VALLEY NURSING & REHABILITATION CENTER,BLUEGRASS HEALTH KY,84,CUMBERLAND VALLEY NURSING & REHABILITATION CENTER,84.0,BLUEGRASS HEALTH KY
12660,SHEPHERD OF THE VALLEY POLAND,INDEPENDENT,301 W Western Reserve Rd,Poland,OH,75,60,Independent,No,BOTH,12659,SHEPHERD OF THE VALLEY POLAND,,32,SHEPHERD OF THE VALLEY POLAND,32.0,
19480,PARK POINTE VILLAGE,ACTS RETIREMENT-LIFE COMMUNITIES,3025 Chesbrough Blvd,Rock Hill,SC,218,174,Corporate,No,BOTH,14433,WILLOW BROOKE COURT AT PARK POINTE VILLAGE,ACTS RETIREMENT-LIFE COMMUNITIES,20,WILLOW BROOKE COURT AT PARK POINTE VILLAGE,20.0,ACTS RETIREMENT-LIFE COMMUNITIES
5220,THE SPRINGS AT MOORESVILLE,TRILOGY HEALTH SERVICES,302 N Johnson Rd,Mooresville,IN,19,15,Corporate,No,BOTH,5140,"SPRINGS OF MOORESVILLE, THE",TRILOGY HEALTH SERVICES,70,"SPRINGS OF MOORESVILLE, THE",70.0,TRILOGY HEALTH SERVICES
12463,OHIO LIVING LAKE VISTA,INDEPENDENT,303 N Mecca St,Cortland,OH,30,24,Independent,No,BOTH,12462,OHIO LIVING LAKE VISTA,OHIO LIVING COMMUNITIES,39,OHIO LIVING LAKE VISTA,39.0,OHIO LIVING COMMUNITIES
19399,OHIO LIVING LAKE VISTA,OHIO PRESBYTERIAN,303 N Mecca St,Cortland,OH,134,107,Independent,No,BOTH,12462,OHIO LIVING LAKE VISTA,OHIO LIVING COMMUNITIES,39,OHIO LIVING LAKE VISTA,39.0,OHIO LIVING COMMUNITIES
4864,HEARTHSTONE HEALTH ALF,TRILOGY HEALTH SERVICES,3043 N. Lintel Dr,Bloomington,IN,57,46,Corporate,Yes,BOTH,4820,HEARTHSTONE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,HEARTHSTONE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES
4865,HEARTHSTONE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,3043 N Lintel Dr,Bloomington,IN,75,60,Corporate,No,BOTH,4820,HEARTHSTONE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,HEARTHSTONE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES
4866,HEARTHSTONE HEALTH SNF,TRILOGY HEALTH SERVICES,3043 N. Lintel Dr,Bloomington,IN,58,46,Corporate,Yes,BOTH,4820,HEARTHSTONE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,64,HEARTHSTONE HEALTH CAMPUS,64.0,TRILOGY HEALTH SERVICES
9064,DEER PARK HEALTH & REHABILITATION,BRIGHTON,306 Deer Park Rd,Nebo,NC,104,83,Corporate,Yes,BOTH,9057,DEER PARK HEALTH AND REHABILITATION,,140,DEER PARK HEALTH AND REHABILITATION,140.0,
5984,MAPLEWOOD HEALTH & REHABILITATION,INFINITY HEALTHCARE CONSULTING,308 W Maple Ave,Lancaster,KY,61,49,Corporate,Yes,BOTH,5933,LANDMARK OF LANCASTER REHABILITATION AND NURSING C,INFINITY HEALTHCARE CONSULTING,96,LANDMARK OF LANCASTER REHABILITATION AND NURSING C,96.0,INFINITY HEALTHCARE CONSULTING
17886,CASCADES VERDAE ASSISTED LIVING,VERDAE DEVELOPMENT INC,30 Springcrest Ct,Greenville,SC,136,109,Independent,No,BOTH,14292,LINVILLE COURT AT THE CASCADES VERDAE,SENIOR LIVING COMMUNITIES,44,LINVILLE COURT AT THE CASCADES VERDAE,44.0,SENIOR LIVING COMMUNITIES
9552,PRUITTHEALTH - DURHAM,PRUITT HEALTH,3100 Erwin Rd,Durham,NC,40,32,Corporate,Yes,BOTH,9497,PRUITTHEALTH-DURHAM,PRUITTHEALTH,125,PRUITTHEALTH-DURHAM,125.0,PRUITTHEALTH
5183,STONEBRIDGE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,3100 Shawnee Dr S,Bedford,IN,40,32,Corporate,No,BOTH,5148,STONEBRIDGE HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,STONEBRIDGE HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES
20809,WESTMINSTER CANTERBURY ON CHESAPEAKE BAY,WESTMINSTER CANTERBURY OF ETC,3100 Shore Drive,Virginia Beach,VA,960,768,Independent,No,BOTH,16600,WESTMINSTER-CANTERBURY ON CHESAPEAKE BAY,,108,WESTMINSTER-CANTERBURY ON CHESAPEAKE BAY,108.0,
12408,MAPLE HILLS NURSING AND REHABILITATION,LIONSTONE,31054 State Route 93,Mc Arthur,OH,37,30,Corporate,Yes,DB_SNF_ONLY,20936,MAPLE HILL CARE CENTER,LIONSTONE CARE,45,,,
9328,LIBERTY COMMONS NSG AND REHAB OF LEE COUNTY,LIBERTY,310 Commerce Dr,Sanford,NC,54,43,Corporate,Yes,BOTH,9300,LIBERTY COMMONS NSG AND REHAB CTR OF LEE COUNTY,LIBERTY SENIOR LIVING,80,LIBERTY COMMONS NSG AND REHAB CTR OF LEE COUNTY,80.0,LIBERTY SENIOR LIVING
9681,SMOKY RIDGE HEALTH & REHABILITATION,BRIGHTON,310 Pensacola Rd,Burnsville,NC,138,110,Corporate,Yes,BOTH,9642,SMOKY RIDGE HEALTH AND REHABILITATION,,140,SMOKY RIDGE HEALTH AND REHABILITATION,140.0,
21173,Ansley Parke at Oakbridge,MAINSTAY SENIOR LIVING,3110 Oakbridge Blvd E,Lakeland,FL,89,71,Corporate,No,BOTH,2367,"BRIDGEWALK ON HARDEN HEALTH AND REHABILITATION, LL",,120,"BRIDGEWALK ON HARDEN HEALTH AND REHABILITATION, LL",120.0,
4798,GREEN VALLEY,LIFECARE,3118 Green Valley Rd,New Albany,IN,69,55,Corporate,Yes,BOTH,4771,GREEN VALLEY CARE CENTER,LIFE CARE CENTERS OF AMERICA,141,GREEN VALLEY CARE CENTER,141.0,LIFE CARE CENTERS OF AMERICA
9199,HARMONY HALL NURSING AND REHAB,HARMONY SENOR SERVICES,312 Warren Ave,Kinston,NC,50,40,Corporate,Yes,BOTH,9179,HARMONY HALL NURSING AND REHABILITATION CENTER,PRINCIPLE LONG TERM CARE,175,HARMONY HALL NURSING AND REHABILITATION CENTER,175.0,PRINCIPLE LONG TERM CARE
4786,GOLDEN YEARS - FORT WAYNE - ALF,GREENCROFT,3136 Goeglein Rd,Fort Wayne,IN,25,20,Corporate,Yes,BOTH,4766,GOLDEN YEARS HOMESTEAD,,111,GOLDEN YEARS HOMESTEAD,111.0,
5180,ST. CHARLES HEALTH CAMPUS,TRILOGY HEALTH SERVICES,3150 St. Charles St,Jasper,IN,40,32,Corporate,No,BOTH,5145,ST CHARLES HEALTH CAMPUS,TRILOGY HEALTH SERVICES,68,ST CHARLES HEALTH CAMPUS,68.0,TRILOGY HEALTH SERVICES
4541,ASPEN TRACE HEALTH AND LIVING COMMUNITY,CARDON & ASSOCIATES,3154 S State Rd 135,Greenwood,IN,134,107,Corporate,No,BOTH,4512,ASPEN TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,104,ASPEN TRACE HEALTH & LIVING COMMUNITY,104.0,CARDON & ASSOCIATES
4852,HAMILTON GROVE ALF,STORYPOINT,31869 Chicago Trail,New Carlisle,IN,27,22,Corporate,Yes,BOTH,4805,HAMILTON GROVE,,85,HAMILTON GROVE,85.0,
4853,HAMILTON GROVE SNF,WOODLAWN HOSPITAL,31869 Chicago Trail,New Carlisle,IN,49,39,Corporate,Yes,BOTH,4805,HAMILTON GROVE,,85,HAMILTON GROVE,85.0,
18866,JUNIPER VILLAGE AT BUCKS COUNTY,JUNIPER BENSALEM RE HOLDINGS LLC,3200 Bensalem Blvd,Bensalem,PA,317,254,Independent,No,BOTH,13745,JUNIPER VILLAGE AT BUCKS COUNTY REHAB AND SKD CARE,,17,JUNIPER VILLAGE AT BUCKS COUNTY REHAB AND SKD CARE,17.0,
20597,TRINITY COMMUNITY OF BEAVERCREEK,UNITED CHURCH HOMES,3218 Indian Ripple Rd,Beavercreek,OH,210,168,Corporate,No,BOTH,12883,TRINITY COMMUNITY,UNITED CHURCH HOMES,95,TRINITY COMMUNITY,95.0,UNITED CHURCH HOMES
9516,PEAK RESOURCES CHARLOTTE,PEAK RESOURCES,3223 Central Ave,Charlotte,NC,130,104,Corporate,Yes,BOTH,9468,PEAK RESOURCES - CHARLOTTE,PEAK RESOURCES,142,PEAK RESOURCES - CHARLOTTE,142.0,"PEAK RESOURCES, INC."
20235,THE COMMUNITY AT ROCKHILL,ROCKHILL MENN COM,3250 State Rd,Sellersville,PA,308,246,Independent,No,BOTH,13573,"COMMUNITY AT ROCKHILL, THE",,90,"COMMUNITY AT ROCKHILL, THE",90.0,
4938,LINCOLN HILLS HEALTH CENTER OF NEW ALBANY,CARDON & ASSOCIATES,326 Country Club Dr.,New Albany,IN,74,59,Corporate,Yes,BOTH,4922,LINCOLN HILLS OF NEW ALBANY,CARDON & ASSOCIATES,156,LINCOLN HILLS OF NEW ALBANY,156.0,CARDON & ASSOCIATES
19635,"QUADRANGLE, THE",CNL RETIREMENT MA3 PENNA,3300 Darby Rd,Haverford,PA,523,418,Independent,No,BOTH,13929,QUADRANGLE,"HEALTHPEAK PROPERTIES, INC.",63,QUADRANGLE,63.0,"HEALTHPEAK PROPERTIES, INC."
4999,MAJESTIC CARE OF DEMING PARK,MAJETIC CARE,3300 Poplar St,Terre Haute,IN,14,11,Independent,Yes,BOTH,4946,MAJESTIC CARE OF DEMING PARK,MAJESTIC CARE,86,MAJESTIC CARE OF DEMING PARK,86.0,MAJESTIC CARE
9314,LAKE PARK NURSING AND REHABILITATION CENTER,PRINCIPLE,3315 Faith Church Rd,Indian Trail,NC,75,60,Corporate,Yes,BOTH,9290,LAKE PARK NURSING AND REHABILITATION CENTER,PRINCIPLE LONG TERM CARE,120,LAKE PARK NURSING AND REHABILITATION CENTER,120.0,PRINCIPLE LONG TERM CARE
9908,THE LODGE AT ROCKY MOUNT HEALTH & REHAB,SANSTONE,3322 Village Rd,Rocky Mount,NC,118,94,Corporate,Yes,BOTH,9782,THE LODGE AT ROCKY MOUNT HEALTH AND REHABILITATION,SANSTONE HEALTH & REHABILITATION,100,THE LODGE AT ROCKY MOUNT HEALTH AND REHABILITATION,100.0,SANSTONE HEALTH & REHABILITATION
10046,WILLOWBROOK REHABILITATION AND CARE CENTER,AVARDIS,333 E Lee St,Yadkinville,NC,58,46,Corporate,Yes,BOTH,9995,WILLOWBROOK REHABILITATION AND CARE CENTER,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE,76,WILLOWBROOK REHABILITATION AND CARE CENTER,76.0,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE
18368,FAIRMOUNT HOMES,FAIRMOUNT HOMES,333 Wheat Ridge Dr,Ephrata,PA,334,267,Corporate,No,BOTH,13638,FAIRMOUNT HOMES,,114,FAIRMOUNT HOMES,114.0,
12010,EMBASSY OF VALLEY VIEW,EMBASSY HEALTHCARE,"3363 Ragged Ridge Rd,",Frankfort,OH,49,39,Corporate,Yes,BOTH,11999,EMBASSY OF VALLEY VIEW,EMBASSY HEALTHCARE,50,EMBASSY OF VALLEY VIEW,50.0,EMBASSY HEALTHCARE
18528,GRACE VILLAGE,NATIONAL FELLOWSHIP OF BRETHREN,337 Grace Village Dr,Winona Lake,IN,244,195,Independent,No,BOTH,4768,GRACE VILLAGE HEALTH CARE FACILITY,,71,GRACE VILLAGE HEALTH CARE FACILITY,71.0,
20032,ST PAUL HOMES,ST PAULS ORPHANS OLD FOLKS HOME,339 E Jamestown Road,Greenville,PA,422,338,Independent,No,BOTH,13980,SAINT PAUL HOMES,,192,SAINT PAUL HOMES,192.0,
16494,SHENANDOAH NURSING AND REHAB - SNF,SABER HEALTHCARE GROUP,339 Westminister Dr,Fishersville,VA,86,69,Corporate,Yes,BOTH,16467,SHENANDOAH NURSING HOME,SABER HEALTHCARE GROUP,84,SHENANDOAH NURSING HOME,84.0,SABER HEALTHCARE GROUP
5101,RIVER BEND NURSING AND REHAB,PRIORITY MANAGEMENT,3400 Stocker Dr,Evansville,IN,42,34,Corporate,Yes,BOTH,5081,RIVER BEND NURSING AND REHABILITATION,ADAMS COUNTY MEMORIAL HOSPITAL,113,RIVER BEND NURSING AND REHABILITATION,113.0,ADAMS COUNTY MEMORIAL HOSPITAL
4605,BETHEL POINTE HEALTH & REHAB,TLC MANAGEMENT,3400 W Community Dr,Muncie,IN,114,91,Corporate,Yes,BOTH,4560,BETHEL POINTE HEALTH AND REHAB,TLC MANAGEMENT,114,BETHEL POINTE HEALTH AND REHAB,114.0,TLC MANAGEMENT
4890,HICKORY CREEK AT ROCHESTER,AMERICAN SENIOR COMMUNITIES,340 E 18Th St,Rochester,IN,23,18,Corporate,Yes,BOTH,4837,HICKORY CREEK AT ROCHESTER,AMERICAN SENIOR COMMUNITIES,36,HICKORY CREEK AT ROCHESTER,36.0,AMERICAN SENIOR COMMUNITIES
5382,WOODLAND MANOR NURSING AND REHABILITATION,INDEPENDENT,343 S Nappanee St,Elkhart,IN,66,53,Independent,Yes,BOTH,5345,WOODLAND MANOR,ADAMS COUNTY MEMORIAL HOSPITAL,80,WOODLAND MANOR,80.0,ADAMS COUNTY MEMORIAL HOSPITAL
18520,GOODWIN HOUSE BAILEY'S CROSSROADS,GOODWIN HOUSE INC,3440 S Jefferson St,Falls Church,VA,453,362,Corporate,No,BOTH,16294,GOODWIN HOUSE BAILEY'S CROSSROADS,,73,GOODWIN HOUSE BAILEY'S CROSSROADS,73.0,
21167,Annandale Village Center For Continued Care,ARBOR COMPANY,3500 Annandale Lane,Suwanee,GA,36,29,Corporate,No,BOTH,3002,"D SCOTT HUDGENS CENTER FOR SKILLED NURSING, THE",,32,"D SCOTT HUDGENS CENTER FOR SKILLED NURSING, THE",32.0,
18280,DUNWOODY VILLAGE,DUNWOODY HOME,3500 West Chester Pike,Newtown Square,PA,426,341,Independent,No,BOTH,14107,WILLIAM HOOD DUNWOODY CARE CTR,,81,WILLIAM HOOD DUNWOODY CARE CTR,81.0,
16355,KING'S GRANT ALF,SUNNYSIDE COMMUNITIES,350 Kings Way Rd,Martinsville,VA,27,22,Corporate,Yes,BOTH,16351,KING'S GRANT RETIREMENT COMMUN,,32,KING'S GRANT RETIREMENT COMMUN,32.0,
16356,KING'S GRANT SNF,SUNNYSIDE COMMUNITIES,350 Kings Way Rd,Martinsville,VA,18,14,Corporate,Yes,BOTH,16351,KING'S GRANT RETIREMENT COMMUN,,32,KING'S GRANT RETIREMENT COMMUN,32.0,
14395,SEVEN OAKS REHABILITATION & HEALTHCARE CENTER,YAD,3514 Sidney Rd,Columbia,SC,75,60,Corporate,Yes,BOTH,14225,BRIAN CENTER NURSING CARE - ST ANDREWS,CHOICE HEALTH MANAGEMENT,108,BRIAN CENTER NURSING CARE - ST ANDREWS,108.0,CHOICE HEALTH MANAGEMENT
4523,ALTENHEIM HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,3525 E Hanna Ave,Indianapolis,IN,104,83,Corporate,No,BOTH,4488,ALTENHEIM HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,87,ALTENHEIM HEALTH & LIVING COMMUNITY,87.0,CARDON & ASSOCIATES
5378,WILLOW CROSSING,DR. RAYMONG INGHAM,3550 Central Ave,Columbus,IN,77,62,Independent,Yes,BOTH,5337,WILLOW CROSSING HEALTH & REHABILITATION CENTER,,112,WILLOW CROSSING HEALTH & REHABILITATION CENTER,112.0,
12650,SHAKER GARDENS ASSISTED LIVING,INDEPENDENT,3550 Northfield Rd,Shaker Heights,OH,126,101,Independent,No,BOTH,12651,SHAKER GARDENS NURSING AND REHABILITATION CENTER,LIONSTONE CARE,50,SHAKER GARDENS NURSING AND REHABILITATION CENTER,50.0,LIONSTONE CARE
19120,MARJORIE P LEE RETIREMENT COMMUNITY,"EPISCOPAL RETIREMENT HOMES, INC.",3550 Shaw Ave,Cincinnati,OH,241,193,Corporate,No,BOTH,12341,MARJORIE P LEE RETIREMENT COMMUNITY,"EPISCOPAL RETIREMENT HOMES, INC.",88,MARJORIE P LEE RETIREMENT COMMUNITY,88.0,"EPISCOPAL RETIREMENT HOMES, INC."
20041,ST. MARY OF THE WOODS,SAINT THERESE OF AVON LLC,35755 Detroit Rd,Avon,OH,179,143,Independent,No,BOTH,12701,ST MARY OF THE WOODS,ATRIUM CENTERS,50,ST MARY OF THE WOODS,50.0,ATRIUM CENTERS
16264,ELIZABETH HOUSE ASSISTED LIVING,INDEPENDENT,3590 Mountain Rd,Glen Allen,VA,72,58,Independent,No,DB_SNF_ONLY,18313,ELIZABETH HOUSE,GPH GLEN ALLEN MANOR LLC,228,,,
5067,PARKER HEALTH AND REHABILITATION CENTER,TLC MANAGEMENT,359 Randolph St,Parker City,IN,9,7,Corporate,No,BOTH,5050,PARKER HEALTH CARE & REHABILITATION CENTER,TLC MANAGEMENT,89,PARKER HEALTH CARE & REHABILITATION CENTER,89.0,TLC MANAGEMENT
8744,AUTUMN CARE OF WAYNESVILLE,SABER HEALTHCARE GROUP,360 Old Balsam Rd,Waynesville,NC,94,75,Corporate,Yes,BOTH,8698,AUTUMN CARE OF WAYNESVILLE,SABER HEALTHCARE GROUP,90,AUTUMN CARE OF WAYNESVILLE,90.0,SABER HEALTHCARE GROUP
20816,WESTMINSTER WOODS,,360 Westminster Drive,Huntingdon,PA,176,141,Independent,No,BOTH,14102,WESTMINSTER WOODS AT HUNTINGDO,PRESBYTERIAN SENIOR LIVING,64,WESTMINSTER WOODS AT HUNTINGDO,64.0,PRESBYTERIAN SENIOR LIVING
16118,931 HERITAGE HALL BLACKSBURG,"AMERICAN HEALTHCARE, LLC",3610 S Main St,Blacksburg,VA,133,106,Corporate,Yes,BOTH,16318,HERITAGE HALL BLACKSBURG,HERITAGE HALL,179,HERITAGE HALL BLACKSBURG,179.0,HERITAGE HALL
5854,FRANCISCAN HEALTH CARE CENTER,TRILOGY HEALTH SERVICES,3625 Fern Valley Rd,Louisville,KY,52,42,Corporate,No,BOTH,5841,FRANCISCAN HEALTH CARE CENTER,TRILOGY HEALTH SERVICES,85,FRANCISCAN HEALTH CARE CENTER,85.0,TRILOGY HEALTH SERVICES
12104,GLENWOOD NURSING AND REHABILITATION CENTER,SABER HEALTHCARE GROUP,3627 Harvey Ave,Cincinnati,OH,75,60,Corporate,Yes,BOTH,11584,ASTORIA PLACE OF CINCINNATI,,97,ASTORIA PLACE OF CINCINNATI,97.0,
5185,STONECROFT CAMPUS AL,TRILOGY HEALTH SERVICES,363 S. Fieldstone Blvd,Bloomington,IN,32,26,Corporate,Yes,BOTH,5150,STONECROFT HEALTH CAMPUS,TRILOGY HEALTH SERVICES,70,STONECROFT HEALTH CAMPUS,70.0,TRILOGY HEALTH SERVICES
5186,STONECROFT CAMPUS SNF,TRILOGY HEALTH SERVICES,363 S. Fieldstone Blvd,Bloomington,IN,53,42,Corporate,Yes,BOTH,5150,STONECROFT HEALTH CAMPUS,TRILOGY HEALTH SERVICES,70,STONECROFT HEALTH CAMPUS,70.0,TRILOGY HEALTH SERVICES
5187,STONECROFT HEALTH CAMPUS,TRILOGY HEALTH SERVICES,363 S Fieldstone Blvd,Bloomington,IN,54,43,Corporate,No,BOTH,5150,STONECROFT HEALTH CAMPUS,TRILOGY HEALTH SERVICES,70,STONECROFT HEALTH CAMPUS,70.0,TRILOGY HEALTH SERVICES
11637,ARBORS AT POMEROY,ARBORS,"36759 Rocksprings Rd,",Pomeroy,OH,64,51,Corporate,Yes,BOTH,11557,ARBORS AT POMEROY,ARBORS AT OHIO,91,ARBORS AT POMEROY,91.0,ARBORS AT OHIO
12414,NASON CENTER OF BRECKENRIDGE VILLAGE,INDEPENDENT,36855 Ridge Rd,Willoughby,OH,72,58,Independent,No,BOTH,19397,OHIO LIVING BRECKENRIDGE VILLAGE,OHIO PRESBYTERIAN SERV,126,OHIO LIVING BRECKENRIDGE VILLAGE,72.0,OHIO LIVING COMMUNITIES
12909,THE PAVILION AT STOW ASSISTED LIVING,PAVILION HEALTHCARE,3700 Englewood Dr.,Stow,OH,72,58,Corporate,Yes,BOTH,12836,THE PAVILION AT STOW FOR NURSING AND REHABILITATIO,,51,THE PAVILION AT STOW FOR NURSING AND REHABILITATIO,51.0,
9806,TAYLOR GLEN,STORYPOINT,3700 Taylor Glen Ln,Concord,NC,17,14,Corporate,Yes,BOTH,9761,THE GARDENS OF TAYLOR GLEN RET COM,,8,THE GARDENS OF TAYLOR GLEN RET COM,8.0,
4534,ARBOR TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,3701 Hodgin Rd,Richmond,IN,60,48,Corporate,No,BOTH,4505,ARBOR TRACE HEALTH & LIVING COMMUNITY,CARDON & ASSOCIATES,101,ARBOR TRACE HEALTH & LIVING COMMUNITY,101.0,CARDON & ASSOCIATES
12851,THE SPRINGS OF LIMA,INDEPENDENT,370 N Eastown Rd,Lima,OH,41,33,Independent,No,BOTH,12692,SPRINGS OF LIMA THE,TRILOGY HEALTH SERVICES,56,SPRINGS OF LIMA THE,56.0,TRILOGY HEALTH SERVICES
5376,WHITE RIVER LODGE,REAL PROPERTY HEALTH FACILITIES,3710 Kenny Simpson Ln,Bedford,IN,10,8,Corporate,No,BOTH,5334,WHITE RIVER LODGE,REAL PROPERTY HEALTH FACILITIES,74,WHITE RIVER LODGE,74.0,REAL PROPERTY HEALTH FACILITIES
12600,RIVERVIEW HEALTH AND REHABILITATION CENTER,INDEPENDENT,3710 Olentangy River Rd,Columbus,OH,72,58,Independent,No,BOTH,12599,RIVERVIEW,OPTALIS HEALTH & REHABILITATION,145,RIVERVIEW,145.0,OPTALIS HEALTH & REHABILITATION
8786,BLUMENTHAL NURSING AND REHAB,MFA,3724 Wireless Dr,Greensboro,NC,54,43,Corporate,Yes,BOTH,8764,BLUMENTHAL HEALTH AND REHABILITATION CENTER,CHOICE HEALTH MANAGEMENT,134,BLUMENTHAL HEALTH AND REHABILITATION CENTER,134.0,CHOICE HEALTH MANAGEMENT
18086,CONCORDIA AT REBECCA RESIDENCE,REBECCA RESIDENCE,3746 Cedar Ridge Rd,Allison Park,PA,122,98,Independent,No,BOTH,13577,CONCORDIA AT REBECCA RESIDENCE,,60,CONCORDIA AT REBECCA RESIDENCE,60.0,
16585,VILLAGES OF ROSEMONT,INDEPENDENT,3751 Sentara Way,Virginia Beach,VA,72,58,Independent,No,DB_SNF_ONLY,20509,THE VILLAGES OF ROSEMONT,OHI ASSET VIRGINIA BEACH LLC,172,,,
19503,PARKVUE PLACE,UNITED CHURCH HOMES,3800 Boardwalk Blvd,Sandusky,OH,210,168,Corporate,No,BOTH,12538,PARKVUE HEALTH CARE CENTER,UNITED CHURCH HOMES,84,PARKVUE HEALTH CARE CENTER,84.0,UNITED CHURCH HOMES
11774,BUCKEYE FOREST AT FAIRFIELD,INDEPENDENT,3801 Woodridge Blvd,Fairfield,OH,43,34,Independent,Yes,BOTH,20931,FAIRFIELD CARE COMMUNITY,LIONSTONE CARE,100,AYDEN HEALTHCARE OF FAIRFIELD,90.0,AYDEN HEALTHCARE
11775,BUCKEYE FOREST AT FAIRFIELD ALF,INDEPENDENT,3801 Woodridge Blvd,Fairfield,OH,38,30,Independent,Yes,BOTH,20931,FAIRFIELD CARE COMMUNITY,LIONSTONE CARE,100,AYDEN HEALTHCARE OF FAIRFIELD,90.0,AYDEN HEALTHCARE
5929,KLONDIKE CENTER,BLUEGRASS/ENCORE,3802 Klondike Ln,Louisville,KY,60,48,Corporate,Yes,BOTH,5925,KLONDIKE NURSING AND REHABILITATION CENTER,ENCORE HEALTH PARTNERS,62,KLONDIKE NURSING AND REHABILITATION CENTER,62.0,ENCORE HEALTH PARTNERS
4785,GLENBROOK REHAB,AMERICAN SENIOR COMMUNITIES,3811 Parnell Ave,Fort Wayne,IN,63,50,Corporate,Yes,BOTH,4765,GLENBROOK REHABILITATION & SKILLED NURSING CENTER,AMERICAN SENIOR COMMUNITIES,82,GLENBROOK REHABILITATION & SKILLED NURSING CENTER,82.0,AMERICAN SENIOR COMMUNITIES
16117,822 SOUTH ROANOKE NURSING HOME,AHC,3823 Franklin Rd SW,Roanoke,VA,89,71,Independent,Yes,BOTH,16478,SOUTH ROANOKE NURSING AND REHABILITATION,HERITAGE HALL,98,SOUTH ROANOKE NURSING AND REHABILITATION,98.0,HERITAGE HALL
