addr_key,glr_facility_name,glr_type,glr_beds,glr_census,glr_patients,glr_cmsccn,glr_status,glr_parent_company,city,state,zip,pc,psych,mh,pod,pain,wc,spec
4400 LAWNDALE DR,Brookdale Lawndale Park,AL,NULL,NULL,46,NULL,Established,BROOKDALE SENIOR LIVING,Greensboro,North Carolina,27455,42,0,0,0,0,7,0
4402 LAWNDALE DR,Brookdale Lawndale Park Clairbridge,MC,22,18,17,NULL,Established,Brookdale Senior Living,Greensboro,North Carolina,27455,14,0,0,0,0,3,0
4402 PHEASANT RIDGE RD,HARMONY ROANOKE - ALF,AL,NULL,NULL,47,NULL,Established,HARMONY SENOR SERVICES,Roanoke,Virginia,24014,28,0,0,0,0,5,0
4402 PHEASANT RIDGE RD,HARMONY ROANOKE - IL,IL,NULL,NULL,23,NULL,Established,HARMONY SENOR SERVICES,ROANOKE,Virginia,24014,12,16,0,0,0,0,0
"4402 PHEASANT RIDGE RD, MEMORY CARE",HARMONY ROANOKE - MEMORY CARE,MC,NULL,NULL,33,NULL,Established,HARMONY SENOR SERVICES,ROANOKE,Virginia,24014,24,0,0,0,0,2,0
4414 WILKINSON BLVD,Juniper Gardens,SNF,NULL,NULL,28,345307,Established,IVY MANAGEMENT GROUP,Gastonia,North Carolina,28056,23,0,0,0,0,0,0
4420 S AVE,CHS of Toledo,SNF,NULL,NULL,23,365488,Established,DIVINE,Toledo,Ohio,43615,22,0,0,0,0,0,0
4430 CLINARD RD,Brookstone of Clemmons,AL/MC,NULL,NULL,22,NULL,Established,INDEPENDENT,Clemmons,North Carolina,27012,21,0,0,0,0,3,0
4430 ELSDALE DR,Bethlehem Woods Nursing & Rehab,SNF,NULL,NULL,86,155679,Established,AMERICAN SENIOR COMMUNITIES,Fort Wayne,Indiana,46835,69,0,0,0,0,25,0
4434 BEN FRANKLIN BLVD,Brookdale Durham,AL,NULL,NULL,48,NULL,Established,BROOKDALE SENIOR LIVING,Durham,North Carolina,27704,42,0,0,0,0,8,0
4435 PHEASANT RIDGE RD,TerraBella Pheasant Ridge ALF,AL,NULL,NULL,38,495325,Established,TERRABELLA SENIOR LIVING,ROANOKE,Virginia,24014,20,0,0,0,0,0,0
4438 PAMPLICO HWY,The Palms at Florence,SNF,163,151,103,425119,Established,INDEPENDENT,Florence,South Carolina,29505,99,0,0,0,0,0,0
445 S COUNTY RD 525 E,Majestic Care of Avon,SNF,140,81,79,155338,Established,Majestic Care,Avon,Indiana,46123,79,0,0,0,0,0,0
45 WOODFORD AVE,Fern Terrace Owensboro,AL,NULL,NULL,49,NULL,Established,"FERN TERRACE OF OWENSBORO, LLC",OWENSBORO,Kentucky,42301,45,0,0,0,0,4,0
4522 OLD CHERRY POINT RD,The Indigo at New Bern,AL/MC,72,48,37,NULL,Established,Jaybird Senior Living,NEW BERN,North Carolina,28560,29,0,0,0,0,5,0
4523 HOPE VALLEY RD,Carolina Reserve of Durham AL,AL,NULL,NULL,28,NULL,Established,NAVION,Durham,North Carolina,27707,26,0,0,0,0,2,27
4523 HOPE VALLEY RD,Carolina Reserve of Durham MC,MC,15,10,7,NULL,Established,Navion,Durham,North Carolina,27707,6,0,0,0,0,0,5
455 VICTORIA RD,StoneCreek Health & Rehab,SNF,120,93,53,345204,Established,SANSTONE,Asheville,North Carolina,28801,53,0,0,0,0,0,0
4580 E GALBRAITH RD,Belles Place of Kenwood,AL,60,21,18,NULL,Established,Promedica,Kenwood,Ohio,45424,18,0,0,0,0,0,0
460 FORKS OF THE WABASH WAY,Tipton Place,AL,150,91,19,NULL,Established,STORYPOINT,HUNTINGTON,Indiana,46750,18,0,0,0,0,1,0
460 S COLLEGE ST,Hopkins Center,SNF,NULL,NULL,34,185167,Established,Bluegrass/Encore,Woodburn,Kentucky,42170,24,0,0,0,0,0,0
4600 CUMBERLAND RD,Carolina Rehab Center of Cumberland,SNF,136,NULL,59,345505,Established,MFA,Fayetteville,North Carolina,28306,55,0,0,0,0,0,0
4600 W WASHINGTON ST,West Bend Nursing and Rehabilitation,SNF,157,51,67,155355,Established,American Senior Communities,South Bend,Indiana,46619,62,0,0,0,0,22,0
4620 WOODMAR DR,THE PARK OAK GROVE-ALF,AL,NULL,NULL,26,NULL,Established,TERRABELLA SENIOR LIVING,ROANOKE,Virginia,24018,9,0,0,0,0,3,0
4656 W JEFFERSON BLVD,"Gerard, Coslow & Tielker-Sharpe Associates",Other,NULL,NULL,1,NULL,Established,INDEPENDENT,Fort Wayne,Indiana,46804,0,0,0,0,0,0,0
467 W MAIN ST,KD Support Services,AL,NULL,NULL,103,NULL,Established,INDEPENDENT,Forest City,North Carolina,28043,97,0,0,0,0,6,0
4700 QUINN DR,Signature Healthcare of Rockford,SNFMD,110,104,106,185311,Established,SIGNATURE HEALTH,Louisville,Kentucky,40216,1,0,0,0,0,0,0
47045 MOORE RIDGE RD,Stellar Care Community ALF,AL,41,35,14,366448,Established,LIONSTONE CARE,Woodsfield,Ohio,43793,11,0,0,0,0,0,0
47045 MOORE RIDGE RD,Stellar Care Community,SNFMD,41,35,36,5/5/2025 8:31,Established,LIONSTONE CARE,Woodsfield,Ohio,43793,30,0,0,0,0,2,0
4711 S HURSTBORNE LN,Morning Pointe of Louisville at South Hurstborne,AL,70,55,36,NULL,Established,MORNING POINTE SENIOR LIVING,Louisville,Kentucky,40299,32,0,0,0,0,5,0
4711 S HURSTBORNE PKWY,The Lantern at Morning Pointe Louisville S Hrstbrn,AL,44,16,29,NULL,Established,MORNING POINTE SENIOR LIVING,Louisville,Kentucky,40291,27,0,0,0,0,1,0
4713 GARRETT RD,TerraBella Durham,AL/MC,NULL,NULL,20,NULL,Established,SENIOR LIFESTYLE,Durham,North Carolina,27707,14,0,0,0,0,2,1
4748 OLDE PUMP ST,Walnut Hills Nursing Home,SNFMD,76,50,41,366268,Established,Greencroft,Walnut Creek,Ohio,44687,38,0,0,0,0,2,0
476 RIDDLE RD,Seven Acres Senior Living at Clifton,SNF,58,56,34,NULL,Established,N/A,Cincinnati,Ohio,45220,32,0,0,0,0,0,0
4770 OLDE PUMP ST,Walnut Hills Retirement Center,AL,78,50,29,NULL,Established,Greencroft,Walnut Creek,Ohio,44687,27,0,0,0,0,0,0
4801 BARCLAY DOWNS DR,Briar Creek Health Center SNF,SNFMD,NULL,64,5,345578,Established,Liberty,Charlotte,North Carolina,28210,5,0,0,0,0,1,0
4801 E BROAD ST,Ashford on Broad,AL,NULL,NULL,11,NULL,Established,WALLICK SENIOR LIVING,COLUMBUS,Ohio,43213,5,0,0,0,0,0,0
4801 EDWARDS MILL RD,Sunrise of Raleigh,AL/MC,NULL,NULL,59,NULL,Established,Sunrise Senior Living,Raleigh,North Carolina,27612,51,1,0,0,0,14,0
4801 RANDOLPH RD,Sherwood Health and Rehab,SNF,100,75,48,345134,Established,ACCORDIUS HEALTH LLC/PORTOPICCOLO GROUP,Charlotte,North Carolina,28211,41,0,0,0,0,0,34
4815 N SHARON AMITY RD,East Towne Assisted Living,AL,NULL,NULL,85,NULL,Established,ALG,Charlotte,North Carolina,28205,82,0,0,0,0,1,0
4835 S COUNTY RD 25A,Otterbein Tipp City,AL/SNF,114,92,21,365882,Established,OTTERBEIN SENIOR LIFE,Tipp City,Ohio,45371,19,0,0,0,0,0,0
491 CRESTWOOD DR,The Estates at Charlottesville-ALF,AL,NULL,NULL,45,NULL,Established,SENIOR LIFESTYLE,CHARLOTTESVILLE,Virginia,22903,36,0,0,0,0,6,0
4916 N BEND RD,Traditions - North Bend,AL,150,80,20,NULL,Established,Traditions,CINCINNATI,Ohio,45211,20,0,0,0,0,0,0
4919 COLDWATER RD,Easterseals ARC/NE Indiana,Other,NULL,100,59,NULL,Established,N/A,Fort Wayne,Indiana,46825,21,0,0,0,0,0,0
4926 SIR BARTON WAY,Magnolia Springs,AL,96,90,10,NULL,Established,Sinceri Senior Living,Indianapolis,Indiana,46237,10,0,0,0,0,0,0
493 PINEY RIDGE RD,Brookdale Forest City,AL/MC,NULL,NULL,49,NULL,Established,BROOKDALE SENIOR LIVING,Forest City,North Carolina,28043,44,0,0,0,0,10,41
4960 US 35 E,Jamestown Place Health and Rehab,SNFMD,50,50,29,365368,Established,Pavilion Healthcare,Jamestown,Ohio,45335,29,0,0,0,0,11,0
4968 MILESTONE AVE,The Landings of Cabarrus,AL,NULL,NULL,45,NULL,Established,ALG,Kannapolis,North Carolina,28081,41,0,0,0,0,4,34
499 CENTER AVE,Gallatin Nursing and Rehab,SNFMD,120,NULL,111,NULL,Established,PROVIDENCE UTAH,WARSAW,Kentucky,41095,104,0,0,0,0,64,0
50 BLYMYER AVE,JAG Healthcare Mansfield,SNFMD,66,60,58,NULL,Established,JAG,Mansfield,Ohio,44903,53,0,0,0,0,1,0
50 HAVENWOOD DR,HAVENWOOD - ALF,AL,NULL,NULL,13,NULL,Established,Dominion,LEXINGTON,Virginia,24450,11,0,0,0,0,0,0
500 CLINIC RD,COMMONWEALTH-CEDAR BLUFF ALF,AL,NULL,NULL,42,NULL,Established,MCAP,CEDAR BLUFF,Virginia,24609,25,0,0,0,0,0,0
500 E PICKWICK DR,The Waters of Syracuse,SNFMD,NULL,NULL,42,155581,Established,INFINITY HEALTHCARE CONSULTING,Syracuse,Indiana,46567,37,0,0,0,0,5,0
500 E WHITMER ST,Sparks Nursing Center,AL,79,77,70,NULL,Established,INDEPENDENT,Central City,Kentucky,42330,67,0,0,0,0,23,0
500 JOHNSON RIDGE RD,Yadkin Valley Senior Living,AL,NULL,NULL,50,NULL,Established,CAROLINA ALLIANCE,Elkin,North Carolina,28621,44,0,0,0,0,8,0
500 LENOIR RD,Grace Life Care,AL,NULL,NULL,18,NULL,Established,"GRACE LIFECARE, INC.",Morgonton,North Carolina,28655,12,0,0,0,0,0,0
500 LINCOLNWAY E,Vannoni Living,AL,NULL,NULL,18,NULL,Established,MISHAWAKA HOUSING AUTHORITY,MISHAWAKA,Indiana,46544,17,0,0,0,0,1,0
500 WILLIAMS ST,Lakeland Nursing & Rehabilitation,SNFMD,75,70,72,155596,Established,Castle Healthcare,Angola,Indiana,46703,68,0,0,0,0,22,0
501 N 17TH AVE # 17,Envive of Beech Grove - ILF/ALF,AL,57,57,12,NULL,Established,Envive,BEECH GROVE,Indiana,46107,10,0,0,0,0,1,0
501 N 17TH AVE # 17,Envive of Beech Grove - SNF,SNF,57,57,48,155859,Established,Envive,BEECH GROVE,Indiana,46107,43,0,0,0,0,5,0
501 OAK AVE,SUMMIT SQUARE RETIREMENT CMTY- IL,AL,NULL,NULL,1,NULL,Established,Sunnyside Communities,WAYNESBORO,Virginia,22980,1,1,0,0,0,0,0
501 OAK AVE,Summit Square ALF,AL,NULL,NULL,36,NULL,Established,Sunnyside Communities,WAYNESBORO,Virginia,22980,36,0,0,0,0,0,0
501 OAK AVE,Summit Square SNF,SNFMD,NULL,NULL,15,495405,Established,Sunnyside Communities,WAYNESBORO,Virginia,22980,15,0,0,0,0,0,0
5010 S ALSTON AVE,Camellia Gardens,AL,NULL,NULL,55,NULL,Established,PELICAN HEALTH HENDERSON,Durham,North Carolina,27713,44,0,0,0,0,28,0
502 NOEL AVE,Pennyrile Personal Care Home,AL,74,74,84,NULL,Established,ELDERCARE PARTNERS,Hopkinsville,Kentucky,42240,81,0,0,0,0,9,0
503 W BUNCOME AVE,Cypress Manor,AL,40,37,33,NULL,Established,Star Capital,Roper,North Carolina,27970,22,0,0,0,0,1,0
5046 WILLIAMSON RD,MEADOW HILLS - ALF,AL,NULL,NULL,24,NULL,Established,Milestone Retirement,ROANOKE,Virginia,24012,20,0,0,0,0,1,0
505 N MAIN ST,Waldron Rehab and Health,AL,71,46,45,155704,Established,INDEPENDENT,waldron,Indiana,46182,35,0,0,0,0,0,0
505 WILLIAM THOMASON BYWAY,Grayson Nursing and Rehabilitation,SNF,NULL,NULL,82,185177,Established,Bluegrass/Encore,Leitchfield,Kentucky,42754,69,0,0,0,0,0,0
506 ALLENSVILLE ST,Elkton Nursing and Rehab,SNF,NULL,NULL,53,185400,Established,BOLSTER AND JEFFRIES HEALTHCARE,Elkton,Kentucky,42220,49,0,0,0,0,0,0
507 W PINEWOOD ST,Gardens of Roseboro,AL,NULL,NULL,36,NULL,Established,ALG,Roseboro,North Carolina,28382,34,0,0,0,0,18,0
5079 SCOTTSVILLE RD,Greenwood Nursing and Rehab - KY,SNF,NULL,NULL,128,185187,Established,Venza,BOWLING GREEN,Kentucky,42104,120,0,0,0,0,67,0
508 RISON ST,Stratford Rehabilitation Center - SNF,SNFMD,NULL,NULL,51,495166,Established,SABER HEALTHCARE GROUP,DANVILLE,Virginia,24541,33,0,0,0,0,13,0
509 N CARRIER ST,Morganfield Nursing & Rehab,SNF,NULL,NULL,49,NULL,Established,NULL,Morganfield,KY,42437,0,0,0,0,0,0,0
509 N HAYDEN AVE,Salem Springlake Health & Rehab Center,SNF,NULL,NULL,35,185046,Established,ATRIUM HEALTH,SALEM,Kentucky,42078,32,0,0,0,0,3,0
510 BUCKEYE AVE,Momentous Health at Sidney,SNF,51,41,36,366033,Established,Momentus Health,Sidney,Ohio,45365,29,0,0,0,0,0,0
510 W MEDCALF ST,Core of Dale Nursing and Rehab,SNFMD,NULL,NULL,42,155270,Established,CORE,DALE,Indiana,47523,38,0,0,0,0,10,0
5100 LANSING DR,Tranquility Care of Winston Salem,AL,NULL,NULL,57,NULL,Established,INDEPENDENT,Winston-Salem,North Carolina,27105,28,0,0,0,0,13,0
5100 MACKAY RD,Adams Farm Living Rehabilitation,SNF,120,112,31,345535,Established,Century Care,JAMESTOWN,North Carolina,27282,27,0,0,0,0,0,0
511 WINDHILL ST,Walnut Cove Health and Rehabilitation,SNFMD,NULL,NULL,92,345089,Established,Avardis,Walnut Cove,North Carolina,27052,86,0,0,0,0,37,0
512 HOUSTON ST,Staunton Post Acute & Rehabilitation,SNFMD,NULL,NULL,136,495243,Established,Hill Valley,STAUNTON,Virginia,24401,126,0,0,0,0,29,0
5125 MICHAUX RD,Spring Arbor Greensboro,AL,NULL,NULL,70,NULL,Established,SPRING ARBOR MANAGEMENT,Greensboro,North Carolina,27410,67,0,0,0,0,16,1
514 16TH ST,Core of Bedford Nursing,SNF/NF,NULL,NULL,34,155388,Established,Core Medical Group,BEDFORD,Indiana,47421,34,0,0,0,0,11,0
515 BARBOUR RD,Barbour Court Nursing and Rehabilitation Center,SNFMD,155,134,150,345237,Established,PRINCIPLE,Smithfield,North Carolina,27577,141,0,0,0,0,69,0
515 S GENERALS BLVD,The Greens at Lincolnton,SNFMD,128,118,137,345250,Established,CCH HEALTHCARE,Lincolnton,North Carolina,28093,128,0,0,0,0,40,0
515 WARLEY ST,Heritage Post Acute,SNF,132,82,37,425154,Established,INDEPENDENT,FLORENCE,South Carolina,29501,36,0,0,0,0,0,0
515 WATER ST,Cornerstone Manor,AL,NULL,NULL,31,NULL,Established,ELDERCARE PARTNERS,Scottsville,Kentucky,42164,30,0,0,0,0,5,0
5151 SARDIS RD,Atrium Health Sardis Oaks,SNF,NULL,NULL,24,345331,Established,ATRIUM HEALTH,Charlotte,North Carolina,28270,21,0,0,0,0,0,0
517 N LITTLE LEAGUE BLVD,Clark Rehab,SNF,NULL,NULL,44,155697,Established,AMERICAN SENIOR COMMUNITIES,Clarksville,Indiana,47129,43,0,0,0,0,0,0
518 OLD US HWY 221,Oak Grove Healthcare Center,SNFMD,NULL,NULL,54,345464,Established,GREENCROFT,rutherfordton,North Carolina,28139,44,0,0,0,0,18,0
5201 MORSE RD,Sage Park,AL,NULL,NULL,11,NULL,Established,SONIDA SENIOR LIVING,GAHANNA,Ohio,43230,9,0,0,0,0,0,0
521 GREENE DR,Greenville Nursing and Rehabilitation,SNF,76,65,57,185317,Established,Majestic Care,Greenville,Kentucky,42345,56,0,0,0,0,24,0
5215 CREEDMOOR RD,Magnolia Glen AL,AL,66,49,37,NULL,Established,Kisco Senior Living,Raleigh,North Carolina,27612,30,0,0,0,0,14,0
5225 COX-SMITH RD,Mason Assisted Living and Memory Care,AL,174,100,16,NULL,Established,Luxor Healthcare Group,Mason,Ohio,45040,15,0,0,0,0,0,0
5234 NC 226 S,Marion  Assisted Living,AL,NULL,NULL,45,NULL,Established,INDEPENDENT,Marion,North Carolina,28752,44,0,0,0,0,16,30
5235 NC 226 S,Rocky Pass FCH,AL,NULL,NULL,5,NULL,Established,INDEPENDENT,Marion,North Carolina,28752,5,0,0,0,0,0,0
525 E THOMPSON RD,Forest Creek Village,SNF,128,89,37,155241,Established,AMERICAN SENIOR COMMUNITIES,Indianapolis,Indiana,46227,0,0,0,0,0,0,0
52654 N IRONWOOD RD,Majestic Care of South Bend,SNF,103,65,71,155219,Established,Majestic Care,South Bend,Indiana,46635,70,0,0,0,0,1,0
5269 ASHBURY RD,Perkins Country Manor,SNF,NULL,NULL,32,NULL,Established,NULL,Augusta,KY,41002,0,0,0,0,0,0,0
5301 CREEDMOOR RD,Magnolia Glen IN,IL,184,154,25,NULL,Established,Kisco Senior Living,Raleigh,North Carolina,27612,19,24,0,0,0,5,0
5326 PARK RD,Brookdale South Park,MC,NULL,NULL,33,NULL,Established,BROOKDALE SENIOR LIVING,Charlotte,North Carolina,28209,24,0,0,0,0,0,0
5354 W 62ND ST,Robin Run ALF,AL,90,45,18,NULL,Established,Oakdale Senior Alliance,Indianapolis,Indiana,46268,15,0,0,0,0,1,0
5354 W 62ND ST,Robin Run IL,IL,150,118,4,NULL,Established,Oakdale Senior Alliance,Indianapolis,Indiana,46268,4,4,0,0,0,0,0
5380 E BROAD ST,The Woodlands of Columbus,AL,NULL,NULL,13,NULL,Established,SONIDA SENIOR LIVING,COLUMBUS,Ohio,43213,10,0,0,0,0,0,0
5383 US 117,The Indigo at Pikeville,AL,40,22,29,NULL,Established,Jaybird Senior Living,Pikeville,North Carolina,27863,26,0,0,0,0,9,0
540 BELMONT DR,Belmont at Tipton Lakes Senior Living,AL,NULL,NULL,84,155133,Established,MAGNOLIA,COLUMBUS,Indiana,47201,73,0,0,0,0,0,0
542 ALLRED MILL RD,"Surry Community Health Center by Harborview, LLC.",SNFMD,NULL,NULL,115,345191,Established,INDEPENDENT,MOUNT AIRY,North Carolina,27030,87,0,0,0,0,40,0
5430 W US HWY 40,Aperion Care of Greenfield,SNFMD,60,50,53,155254,Established,Aperion,Greenfield,Indiana,46140,51,0,0,0,0,17,0
545 W MOONGLO RD,Lake Pointe Village,SNF,68,62,25,NULL,Established,ASC,Scottsburg,Indiana,47170,0,0,0,0,0,0,0
54515 SR 933 N,Dujarie House,SNF,NULL,NULL,72,155745,Established,HOLY CROSS NOTRE DAM,NOTRE DAME,Indiana,46556,62,0,0,0,0,17,0
5480 E 25TH ST,Hickory Creek - Columbus,SNFMD,NULL,NULL,31,155424,Established,AMERICAN SENIOR COMMUNITIES,COLUMBUS,Indiana,47203,30,0,0,0,0,6,0
55 LAKE DR,Pigeon Valley Rest Home,AL,NULL,NULL,16,NULL,Established,Liberty,Canton,North Carolina,28716,13,0,0,0,0,0,8
550 HIGH ST,Signature Healthcare of Bowling Green,SNF,176,126,82,185089,Established,SIGNATURE HEALTH,Bowling Green,Kentucky,42101,79,0,0,0,0,0,0
550 MINER DR,Medina Meadows Skilled Nursing and Rehabilitation,SNF,NULL,60,NULL,4/30/2024 10:52,Established,,Medina,Ohio,44256,13,0,29,0,0,0,0
551 PONY RD,Zebulon House AL,AL/MC,60,44,56,NULL,Established,ALG,Zebulon,North Carolina,27597,52,0,0,0,0,4,55
5511 FISHCREEK RD,Eden Vista Stow,AL,162,64,0,NULL,Established,Vista Senior Care,Stow,Ohio,44224,0,0,0,0,0,0,0
5515 REA RD,Brookdale South Charlotte,AL,NULL,NULL,32,NULL,Established,BROOKDALE SENIOR LIVING,Charlotte,North Carolina,28226,28,0,0,0,0,3,0
5535 IRWIN SIMPSON RD,The Landing of Long Cove,AL,NULL,NULL,17,NULL,Established,VITALITY SENIOR SERVICES,MASON,Ohio,45040,16,0,0,0,0,0,0
555 N GLENN AVE,Court House Manor ALF,AL,NULL,NULL,13,365928,Established,HCF,Washington Court House,Ohio,43160,12,0,0,0,0,1,0
555 N GLENN AVE,Court House Manor,SNFMD,NULL,NULL,87,365928,Established,HCF,Washington Court House,Ohio,43160,31,0,0,0,0,15,0
559 W LONGEST ST,Paoli Health and Living Community SNF,SNF,94,90,46,155333,Established,CARDON & ASSOCIATES,Paoli,Indiana,47454,43,0,0,0,0,0,0
56 N HIGHLAND AVE,Brockford Inn,AL,NULL,NULL,50,NULL,Established,JUDITH BARLOW,Granite Falls,North Carolina,28630,40,0,0,0,0,0,0
560 JOHNSON RIDGE RD,PruittHealth - Elkin,SNF,NULL,NULL,34,345124,Established,PRUITT HEALTH,Elkin,North Carolina,28621,25,0,0,0,0,0,0
560 S ALLEN RD,Stonecroft,AL,58,0,30,NULL,Established,StoneGate Senior Living,Flat Rock,North Carolina,28731,26,0,0,0,0,6,23
5600 E 16TH ST,Community Nursing and Rehabilitation,SNF,58,52,39,155029,Established,AMERICAN SENIOR COMMUNITIES,Indianapolis,Indiana,46218,34,0,0,0,0,0,0
5600 N ROXBORO RD,Eno Pointe,AL,NULL,NULL,79,NULL,Established,INDEPENDENT,Durham,North Carolina,27712,70,0,0,0,0,6,79
565 BOYETTE RD,Four Oaks Senior Living,AL/MC,96,77,54,NULL,Established,ALG,Four Oaks,North Carolina,27524,33,0,0,0,0,11,0
5660 DURHAM RD,Roxboro Assisted Living,AL,NULL,NULL,61,NULL,Established,ROXBORO ASSISTED LIVING OPCO LLC,Roxboro,North Carolina,27574,53,0,0,0,0,23,0
5701 FAYETTEVILLE RD,GlenFlora,SNFMD,50 ; 20,46 ; 11,64,345194,Established,Lutheran Home,Lumberton,North Carolina,28360,58,0,0,0,0,14,0
571 PARKWAY DRIVE3,Salyersville Nursing and Rehabilitation Center,SNF,NULL,NULL,90,185221,Established,TOPAZ HEALTHCARE,Salyersville,Kentucky,41465,70,0,0,0,0,0,0
571 S SYCAMORE ST,The Gardens of Rose Hill,AL,45,41,24,NULL,Established,ALG,Rose Hill,North Carolina,28458,23,0,0,0,0,2,0
58 OLD CAL HILL RD,Signature Healthcare of McCreary County,SNF,NULL,NULL,44,185211,Established,SIGNATURE HEALTH,Pine Knot,Kentucky,42635,37,0,0,0,0,0,0
580 LEMLEY ST,Hickory Creek - Franklin,AL,36,30,16,155442,Established,AMERICAN SENIOR COMMUNITIES,Franklin,Indiana,46131,0,0,0,0,0,0,0
5800 OLD PROVIDENCE RD,Brookdale Carriage Club Providence SNF,SNFMD,NULL,19,29,345482,Established,Brookdale Senior Living,Charlotte,North Carolina,28226,20,0,0,0,0,4,0
5802 OLD PROVIDENCE RD,Brookdale Carriage Club Providence I ALF,AL,NULL,NULL,23,NULL,Established,Brookdale Senior Living,Charlotte,North Carolina,28226,15,0,0,0,0,2,0
5805 N FIR RD,Bell Tower Health & Rehab,SNFMD,NULL,60,89,155850,Established,INDEPENDENT,GRANGER,Indiana,46530,88,0,0,0,0,19,0
5809 OLD OAK RIDGE RD,Brookdale Northwest Greensboro,AL,NULL,NULL,36,NULL,Established,BROOKDALE SENIOR LIVING,Greensboro,North Carolina,27410,34,0,0,0,0,4,0
5816 OLD PROVIDENCE RD,Brookdale Carriage Club II ALZ,AL,NULL,40,6,NULL,Established,Brookdale Senior Living,Charlotte,North Carolina,28226,6,0,0,0,0,0,0
5820 CARMEL RD,Pines On Carmel,AL,NULL,NULL,49,NULL,Established,Sinceri Senior Living,Charlotte,North Carolina,28226,43,0,0,0,0,4,0
5829 E 116TH ST,Bickford of Carmel,AL/MC,58,53,24,NULL,Established,Bickford,Carmel,Indiana,46033,22,0,0,0,0,0,0
585 OH-741,Otterbein Lebanon SNF,SNF,154,140,68,365346,Established,OTTERBEIN SENIOR LIFE,Lebanon,Ohio,45036,62,0,0,0,0,0,0
"585 OH-741, LEBANON, OH 45036",Otterbein Lebanon Assisted Living,AL,230,60,8,NULL,Established,OTTERBEIN SENIOR LIFE,Lebanon,Ohio,45036,7,0,0,0,0,0,0
586 EASTERN BLVD,Riverview Village,SNF,NULL,NULL,59,155165,Established,AMERICAN SENIOR COMMUNITIES,Clarksville,Indiana,47129,54,0,0,0,0,0,0
5900 MEADOWCREEK DR,Arbors at Milford,AL/SNF,NULL,NULL,61,365675,Established,ARBORS,MILFORD,Ohio,45150,58,0,0,0,0,0,0
5911 W STATE RD 46,Richland Bean - Blossom,SNFMD,74,59,58,NULL,Established,Hustonwood,Elletsville,Indiana,47404,52,0,0,0,0,0,0
5916 CRESTHAVEN LN,Ohio Living Swan Creek,AL,NULL,NULL,22,NULL,Established,OHIO LIVING,Toledo,Ohio,43614,8,0,0,0,0,0,0
5920 MCCHESNEY DR,Haven In Highland Creek,MC,NULL,NULL,45,NULL,Established,TerraBella Senior Living,Charlotte,North Carolina,28269,15,0,0,0,0,0,4
5935 MOUNT SINAI RD,PruittHealth - Carolina Point,SNF,NULL,NULL,51,345551,Established,PRUITT HEALTH,Durham,North Carolina,27705,44,0,0,0,0,0,0
"5970 KENWOOD RD, MADEIRA, OH 45243-2930",Madeira Care Center,SNFMD,115,97,90,365186,Established,LIONSTONE CARE,Madeira,Ohio,45243,82,0,0,0,0,23,0
5999 BENDER RD,Delhi Post Acute,SNF,NULL,NULL,88,365530,Established,PACs,CINCINNATI,Ohio,45233,82,0,0,0,0,0,0
60 MARIETTA RD,Hopewell Grove Rehab,SNFMD,0,62,81,365694,Established,Foundations Health,Chillicothe,Ohio,45601,68,0,0,0,0,42,0
60 PHILLIPS BRANCH RD,Good Shepherd Health and Rehabilitation Center,SNF,118,95,85,185222,Established,Emerald Healthcare,Phelps,Kentucky,41553,84,0,0,0,0,0,0
60-D HORNOT CIR,Angel House,AL,NULL,NULL,35,NULL,Established,INDEPENDENT,Asheville,North Carolina,28806,34,0,0,0,0,7,29
600 FOX RUN RD,Woodlands of Findlay,AL,76,56,23,NULL,Established,The Woodlands,Findlay,Ohio,45840,22,0,0,0,0,0,0
600 FULLWOOD LN,Matthews Health and Rehab,SNF,NULL,NULL,108,345103,Established,SABER HEALTHCARE GROUP,Matthews,North Carolina,28105,83,0,0,0,0,4,0
600 MT MORIAH CHURCH RD,Covenant Care,AL,NULL,NULL,11,NULL,Established,CENTRE PARTNERS,Lumberton,North Carolina,28360,11,0,0,0,0,6,0
600 WASHINGTON RD,Autumn Ridge Rehabilitation Centre,SNFMD,NULL,NULL,38,155162,Established,AMERICAN SENIOR COMMUNITIES,WABASH,Indiana,46992,34,0,0,0,0,8,0
6000 FAYETTEVILLE RD,Southpoint Health and Rehab of Durham,SNF,132,113,81,345408,Established,INDEPENDENT,Durham,North Carolina,27713,79,0,0,0,0,1,0
6001 WILORA LAKE RD,Wilora Lake,SNF,NULL,NULL,40,345473,Established,Avardis,Charlotte,North Carolina,28212,37,0,0,0,0,0,0
6006 BRANDY CHASE COVE,Chateau Rehabilitation - (Sig-Ft Wayne),SNFMD,NULL,NULL,86,155249,Established,Castle Healthcare,Fort Wayne,Indiana,46815,78,0,0,0,0,35,0
601 DEFIANCE AVE,Vancrest of Hicksville,SNF,61,55,34,365680,Established,Vancrest Management Corp,Hicksville,Ohio,43526,30,0,0,0,0,0,0
601 DOVER RD,Poplar Springs Assisted Living,AL,12,10,12,NULL,Established,INDEPENDENT,Star,North Carolina,27356,12,0,0,0,0,1,0
601 RICHMOND RD,Berea Health and Rehab,SNF,NULL,NULL,55,185384,Established,Bluegrass/Encore,North BEREA,Kentucky,40403,51,0,0,0,0,0,0
6016 PINE TOWN RD,Tre'More Manor of Oxford,AL,NULL,35,22,NULL,Established,Crescent Green,OXFORD,North Carolina,27565,15,0,0,0,0,4,0
